doctor_id,name,specialization,years_experience,department,availability_status
5017,Dr. Singh,Orthopedics,31,Surgery,Available
5018,Dr. Joshi,Radiology,35,General,Available
5019,Dr. Gupta,Radiology,12,General,Available
5020,Dr. Iyer,Pediatrics,4,Surgery,Unavailable
5021,Dr. Sharma,Pediatrics,34,OPD,Unavailable
5022,Dr. Singh,Radiology,28,Emergency,Available
5023,Dr. Gupta,Orthopedics,8,Surgery,Unavailable
5024,Dr. Khan,Neurology,21,General,Unavailable
5025,Dr. Mehta,Orthopedics,7,General,Unavailable
5026,Dr. Patel,Cardiology,6,General,Available
5027,Dr. Patel,Orthopedics,22,General,Available
5028,Dr. Iyer,Neurology,28,Surgery,Unavailable
5029,Dr. Joshi,Pediatrics,39,Surgery,Available
5030,Dr. Mehta,Pediatrics,38,General,Available
5031,Dr. Joshi,Neurology,13,Surgery,Unavailable
5032,Dr. Patel,Orthopedics,36,,Available
5033,Dr. Iyer,Neurology,3,Emergency,Unavailable
5034,Dr. Gupta,Psychiatry,9,OPD,Unavailable
5035,Dr. Iyer,Pediatrics,13,OPD,Unavailable
5036,Dr. Gupta,Neurology,4,,Unavailable
5037,Dr. Singh,Neurology,13,OPD,Unavailable
5038,Dr. Singh,Dermatology,19,Emergency,Available
5039,Dr. Reddy,Radiology,22,,Unavailable
5040,Dr. Joshi,Orthopedics,6,General,Available
5041,Dr. Patel,Pediatrics,30,Emergency,Unavailable
5042,Dr. Reddy,Radiology,21,Emergency,Unavailable
5043,Dr. Patel,Orthopedics,37,General,Available
5044,Dr. Iyer,Cardiology,24,Surgery,Available
5045,Dr. Iyer,Orthopedics,32,OPD,Unavailable
5046,Dr. Iyer,Dermatology,20,Emergency,Unavailable
5047,Dr. Reddy,Cardiology,31,Surgery,Unavailable
5048,Dr. Joshi,Radiology,29,General,Unavailable
5049,Dr. Mehta,Pediatrics,30,Surgery,Unavailable
5050,Dr. Mehta,Cardiology,25,Emergency,Available
5051,Dr. Joshi,Orthopedics,34,Emergency,Available
5052,Dr. Sharma,Pediatrics,36,Surgery,Unavailable
5053,Dr. Joshi,Orthopedics,29,General,Available
5054,Dr. Iyer,Psychiatry,4,OPD,Available
5055,Dr. Joshi,Radiology,22,Emergency,Available
5056,Dr. Joshi,Dermatology,36,Emergency,Available
5057,Dr. Gupta,Dermatology,5,OPD,Unavailable
5058,Dr. Mehta,Dermatology,14,Emergency,Available
5059,Dr. Joshi,Psychiatry,17,OPD,Unavailable
5060,Dr. Iyer,Cardiology,3,Emergency,Available
5061,Dr. Mehta,Pediatrics,10,OPD,Available
5062,Dr. Iyer,Dermatology,28,General,Available
5063,Dr. Joshi,Orthopedics,28,Emergency,Available
5064,Dr. Khan,Psychiatry,22,General,Unavailable
5065,Dr. Das,Orthopedics,32,Surgery,Available
5066,Dr. Das,Psychiatry,24,General,Available
5067,Dr. Reddy,Orthopedics,12,OPD,Unavailable
5068,Dr. Khan,Orthopedics,39,General,Available
5069,Dr. Joshi,Pediatrics,2,Surgery,Unavailable
5070,Dr. Joshi,Cardiology,37,OPD,Unavailable
5071,Dr. Joshi,Cardiology,20,Emergency,Unavailable
5072,Dr. Reddy,Radiology,28,Surgery,Available
5073,Dr. Reddy,Dermatology,24,OPD,Available
5074,Dr. Reddy,Dermatology,27,OPD,Available
5075,Dr. Iyer,Neurology,31,Emergency,Available
5076,Dr. Mehta,Psychiatry,37,Surgery,Unavailable
5077,Dr. Patel,Dermatology,30,Emergency,Unavailable
5078,Dr. Mehta,Neurology,36,Emergency,Unavailable
5079,Dr. Singh,Orthopedics,21,OPD,Available
5080,Dr. Khan,Pediatrics,39,OPD,Unavailable
5081,Dr. Joshi,Cardiology,13,Emergency,Available
5082,Dr. Joshi,Radiology,24,General,Available
5083,Dr. Khan,Psychiatry,8,OPD,Unavailable
5084,Dr. Joshi,Orthopedics,27,General,Unavailable
5085,Dr. Gupta,Orthopedics,39,Emergency,Available
5086,Dr. Singh,Neurology,21,Emergency,Available
5087,Dr. Reddy,Radiology,8,Emergency,Available
5088,Dr. Mehta,Dermatology,19,Emergency,Available
5089,Dr. Mehta,Radiology,25,General,Available
5090,Dr. Joshi,Neurology,31,Emergency,Unavailable
5091,Dr. Singh,Pediatrics,28,OPD,Available
5092,Dr. Singh,Neurology,36,Emergency,Unavailable
5093,Dr. Reddy,Dermatology,11,OPD,Unavailable
5094,Dr. Joshi,Dermatology,39,Emergency,Available
5095,Dr. Sharma,Dermatology,38,General,Available
5096,Dr. Joshi,Radiology,27,OPD,Unavailable
5097,Dr. Iyer,Pediatrics,35,Surgery,Unavailable
5098,Dr. Iyer,Pediatrics,18,Surgery,Available
5099,Dr. Patel,Cardiology,33,OPD,Unavailable
5100,Dr. Reddy,Neurology,34,General,Available
5101,Dr. Joshi,Orthopedics,29,Surgery,Available
5102,Dr. Singh,Radiology,22,OPD,Unavailable
5103,Dr. Sharma,Radiology,21,Surgery,Available
5104,Dr. Joshi,Neurology,11,Surgery,Unavailable
5105,Dr. Sharma,Orthopedics,38,Surgery,Available
5106,Dr. Iyer,Neurology,31,Surgery,Available
5107,Dr. Khan,Dermatology,24,Surgery,Unavailable
5108,Dr. Patel,Cardiology,26,General,Available
5109,Dr. Mehta,Cardiology,16,OPD,Available
5110,Dr. Singh,Dermatology,10,General,Available
5111,Dr. Das,Pediatrics,37,OPD,Available
5112,Dr. Iyer,Radiology,34,General,Unavailable
5113,Dr. Joshi,Radiology,10,Emergency,Unavailable
5114,Dr. Mehta,Cardiology,29,Surgery,Available
5115,Dr. Mehta,Dermatology,32,OPD,Available
5116,Dr. Patel,Pediatrics,2,General,Available
5117,Dr. Khan,Orthopedics,34,Emergency,Available
5118,Dr. Iyer,Cardiology,0,Emergency,Available
5119,Dr. Reddy,Orthopedics,3,General,Unavailable
5120,Dr. Joshi,Radiology,12,Emergency,Available
5121,Dr. Sharma,Orthopedics,35,General,Available
5122,Dr. Reddy,Radiology,34,OPD,Unavailable
5123,Dr. Sharma,Pediatrics,22,OPD,Unavailable
5124,Dr. Mehta,Radiology,0,Emergency,Available
5125,Dr. Mehta,Cardiology,26,Surgery,Unavailable
5126,Dr. Sharma,Orthopedics,5,Surgery,Unavailable
5127,Dr. Khan,Cardiology,35,General,Available
5128,Dr. Sharma,Dermatology,4,General,Unavailable
5129,Dr. Patel,Radiology,5,OPD,Available
5130,Dr. Singh,Neurology,0,Emergency,Available
5131,Dr. Reddy,Radiology,11,General,Available
5132,Dr. Patel,Neurology,37,Surgery,Unavailable
5133,Dr. Das,Dermatology,21,General,Available
5134,Dr. Iyer,Radiology,3,Emergency,Available
5135,Dr. Singh,Orthopedics,2,Emergency,Available
5136,Dr. Khan,Dermatology,34,General,Available
5137,Dr. Reddy,Orthopedics,16,Emergency,Available
5138,Dr. Mehta,Cardiology,38,Emergency,Available
5139,Dr. Sharma,Neurology,5,Surgery,Available
5140,Dr. Sharma,Psychiatry,17,Surgery,Unavailable
5141,Dr. Singh,Cardiology,29,Surgery,Available
5142,Dr. Khan,Psychiatry,16,OPD,Available
5143,Dr. Patel,Radiology,35,Emergency,Available
5144,Dr. Sharma,Radiology,23,General,Unavailable
5145,Dr. Mehta,Pediatrics,9,General,Unavailable
5146,Dr. Patel,Neurology,20,Surgery,Unavailable
5147,Dr. Sharma,Psychiatry,16,Emergency,Available
5148,Dr. Khan,Cardiology,17,Surgery,Available
5149,Dr. Joshi,Neurology,36,Emergency,Unavailable
5150,Dr. Khan,Cardiology,17,General,Available
5151,Dr. Khan,Orthopedics,9,General,Available
5152,Dr. Mehta,Neurology,15,General,Available
5153,Dr. Das,Cardiology,37,Surgery,Available
5154,Dr. Reddy,Pediatrics,7,General,Available
5155,Dr. Sharma,Cardiology,6,Emergency,Unavailable
5156,Dr. Das,Dermatology,23,OPD,Unavailable
5157,Dr. Das,Pediatrics,2,General,Unavailable
5158,Dr. Gupta,Radiology,3,,Unavailable
5159,Dr. Khan,Neurology,15,OPD,Available
5160,Dr. Iyer,Neurology,2,Emergency,Unavailable
5161,Dr. Das,Radiology,13,General,Unavailable
5162,Dr. Sharma,Dermatology,38,Emergency,Available
5163,Dr. Gupta,Radiology,22,General,Unavailable
5164,Dr. Reddy,Psychiatry,13,OPD,Unavailable
5165,Dr. Patel,Neurology,4,OPD,Unavailable
5166,Dr. Sharma,Radiology,19,Surgery,Available
5167,Dr. Sharma,Neurology,12,Emergency,Unavailable
5168,Dr. Reddy,Neurology,39,Emergency,Unavailable
5169,Dr. Singh,Dermatology,35,OPD,Available
5170,Dr. Joshi,Orthopedics,33,Surgery,Unavailable
5171,Dr. Mehta,Neurology,13,Surgery,Unavailable
5172,Dr. Das,Cardiology,26,OPD,Unavailable
5173,Dr. Sharma,Psychiatry,30,Surgery,Unavailable
5174,Dr. Mehta,Neurology,36,General,Available
5175,Dr. Iyer,Pediatrics,38,General,Available
5176,Dr. Das,Psychiatry,15,General,Unavailable
5177,Dr. Iyer,Psychiatry,39,OPD,Available
5178,Dr. Joshi,Radiology,36,OPD,Unavailable
5179,Dr. Gupta,Dermatology,20,Emergency,Unavailable
5180,Dr. Khan,Neurology,23,OPD,Available
5181,Dr. Gupta,Pediatrics,10,Surgery,Available
5182,Dr. Das,Neurology,24,General,Unavailable
5183,Dr. Singh,Radiology,19,Surgery,Unavailable
5184,Dr. Das,Psychiatry,32,OPD,Unavailable
5185,Dr. Reddy,Orthopedics,1,General,Available
5186,Dr. Khan,Radiology,0,Surgery,Unavailable
5187,Dr. Iyer,Cardiology,29,General,Unavailable
5188,Dr. Mehta,Dermatology,6,Emergency,Unavailable
5189,Dr. Das,Psychiatry,0,Emergency,Unavailable
5190,Dr. Khan,Psychiatry,11,General,Available
5191,Dr. Khan,Radiology,2,OPD,Unavailable
5192,Dr. Das,Dermatology,3,Surgery,Unavailable
5193,Dr. Patel,Dermatology,12,Emergency,Unavailable
5194,Dr. Sharma,Radiology,23,General,Unavailable
5195,Dr. Khan,Orthopedics,10,Surgery,Available
5196,Dr. Mehta,Orthopedics,28,Emergency,Unavailable
5197,Dr. Reddy,Orthopedics,12,,Unavailable
5198,Dr. Joshi,Pediatrics,10,Emergency,Unavailable
5199,Dr. Iyer,Cardiology,8,OPD,Available
5200,Dr. Singh,Neurology,17,Emergency,Available
5201,Dr. Patel,Neurology,10,General,Unavailable
5202,Dr. Iyer,Neurology,7,OPD,Available
5203,Dr. Khan,Orthopedics,14,General,Unavailable
5204,Dr. Iyer,Orthopedics,4,Emergency,Unavailable
5205,Dr. Mehta,Radiology,34,Surgery,Unavailable
5206,Dr. Mehta,Dermatology,33,General,Available
5207,Dr. Singh,Radiology,16,OPD,Unavailable
5208,Dr. Reddy,Neurology,19,General,Available
5209,Dr. Khan,Neurology,15,General,Available
5210,Dr. Joshi,Radiology,6,Emergency,Unavailable
5211,Dr. Patel,Orthopedics,7,OPD,Available
5212,Dr. Khan,Radiology,27,Emergency,Available
5213,Dr. Singh,Radiology,2,Surgery,Available
5214,Dr. Iyer,Pediatrics,22,OPD,Unavailable
5215,Dr. Khan,Orthopedics,23,OPD,Unavailable
5216,Dr. Joshi,Pediatrics,8,Emergency,Available
5217,Dr. Iyer,Neurology,21,Surgery,Unavailable
5218,Dr. Singh,Cardiology,12,Emergency,Available
5219,Dr. Mehta,Orthopedics,37,OPD,Available
5220,Dr. Mehta,Pediatrics,39,Surgery,Unavailable
5221,Dr. Gupta,Pediatrics,5,Surgery,Unavailable
5222,Dr. Patel,Radiology,33,OPD,Available
5223,Dr. Iyer,Cardiology,21,OPD,Unavailable
5224,Dr. Das,Radiology,7,OPD,Unavailable
5225,Dr. Gupta,Dermatology,0,General,Available
5226,Dr. Joshi,Neurology,36,General,Available
5227,Dr. Iyer,Orthopedics,39,Emergency,Available
5228,Dr. Gupta,Psychiatry,38,Emergency,Available
5229,Dr. Joshi,Dermatology,2,Surgery,Available
5230,Dr. Gupta,Neurology,21,Emergency,Available
5231,Dr. Mehta,Psychiatry,7,Emergency,Available
5232,Dr. Das,Dermatology,19,OPD,Available
5233,Dr. Joshi,Dermatology,37,OPD,Available
5234,Dr. Joshi,Dermatology,11,General,Unavailable
5235,Dr. Joshi,Orthopedics,12,OPD,Unavailable
5236,Dr. Iyer,Cardiology,24,Emergency,Unavailable
5237,Dr. Khan,Psychiatry,29,OPD,Available
5238,Dr. Singh,Orthopedics,16,Surgery,Available
5239,Dr. Das,Cardiology,25,OPD,Available
5240,Dr. Patel,Neurology,24,General,Available
5241,Dr. Reddy,Neurology,5,Emergency,Available
5242,Dr. Iyer,Psychiatry,11,Surgery,Available
5243,Dr. Mehta,Neurology,38,Surgery,Unavailable
5244,Dr. Iyer,Orthopedics,15,Emergency,Unavailable
5245,Dr. Khan,Psychiatry,33,Emergency,Available
5246,Dr. Joshi,Radiology,23,OPD,Unavailable
5247,Dr. Iyer,Neurology,25,Emergency,Available
5248,Dr. Das,Pediatrics,33,OPD,Available
5249,Dr. Mehta,Psychiatry,38,Emergency,Unavailable
5250,Dr. Gupta,Orthopedics,17,General,Unavailable
5251,Dr. Khan,Radiology,12,General,Available
5252,Dr. Singh,Orthopedics,39,Emergency,Unavailable
5253,Dr. Khan,Radiology,6,OPD,Available
5254,Dr. Gupta,Neurology,25,,Unavailable
5255,Dr. Gupta,Neurology,6,General,Available
5256,Dr. Khan,Dermatology,1,Surgery,Available
5257,Dr. Mehta,Pediatrics,33,Surgery,Unavailable
5258,Dr. Khan,Psychiatry,39,General,Available
5259,Dr. Mehta,Orthopedics,38,OPD,Available
5260,Dr. Khan,Orthopedics,18,OPD,Available
5261,Dr. Patel,Psychiatry,23,General,Unavailable
5262,Dr. Iyer,Pediatrics,16,,Unavailable
5263,Dr. Reddy,Dermatology,18,Emergency,Unavailable
5264,Dr. Singh,Radiology,22,Emergency,Unavailable
5265,Dr. Das,Pediatrics,16,General,Available
5266,Dr. Joshi,Neurology,24,Surgery,Unavailable
5267,Dr. Gupta,Dermatology,3,,Unavailable
5268,Dr. Gupta,Psychiatry,2,Surgery,Available
5269,Dr. Das,Neurology,20,General,Available
5270,Dr. Patel,Neurology,1,OPD,Available
5271,Dr. Joshi,Cardiology,5,Surgery,Available
5272,Dr. Reddy,Pediatrics,24,Surgery,Unavailable
5273,Dr. Khan,Psychiatry,4,General,Available
5274,Dr. Sharma,Dermatology,5,OPD,Unavailable
5275,Dr. Mehta,Cardiology,26,Surgery,Unavailable
5276,Dr. Gupta,Orthopedics,30,Emergency,Available
5277,Dr. Reddy,Neurology,1,OPD,Available
5278,Dr. Iyer,Dermatology,16,General,Unavailable
5279,Dr. Das,Radiology,17,General,Unavailable
5280,Dr. Iyer,Pediatrics,6,OPD,Unavailable
5281,Dr. Singh,Dermatology,13,Surgery,Unavailable
5282,Dr. Sharma,Cardiology,3,General,Unavailable
5283,Dr. Khan,Orthopedics,10,OPD,Unavailable
5284,Dr. Reddy,Radiology,35,OPD,Available
5285,Dr. Mehta,Psychiatry,23,Surgery,Unavailable
5286,Dr. Joshi,Radiology,35,General,Available
5287,Dr. Das,Psychiatry,23,Surgery,Unavailable
5288,Dr. Sharma,Dermatology,25,Surgery,Available
5289,Dr. Joshi,Pediatrics,13,Surgery,Available
5290,Dr. Khan,Cardiology,18,OPD,Unavailable
5291,Dr. Singh,Psychiatry,24,General,Available
5292,Dr. Mehta,Neurology,20,Emergency,Unavailable
5293,Dr. Patel,Radiology,20,Surgery,Unavailable
5294,Dr. Patel,Neurology,34,General,Unavailable
5295,Dr. Reddy,Dermatology,4,General,Available
5296,Dr. Das,Radiology,9,Emergency,Available
5297,Dr. Iyer,Neurology,30,Surgery,Unavailable
5298,Dr. Gupta,Pediatrics,31,General,Unavailable
5299,Dr. Khan,Radiology,30,OPD,Unavailable
5300,Dr. Khan,Cardiology,11,Surgery,Available
5301,Dr. Singh,Dermatology,30,General,Available
5302,Dr. Sharma,Cardiology,9,General,Unavailable
5303,Dr. Iyer,Dermatology,29,Surgery,Unavailable
5304,Dr. Gupta,Neurology,13,Surgery,Unavailable
5305,Dr. Das,Orthopedics,34,General,Available
5306,Dr. Patel,Orthopedics,15,Surgery,Unavailable
5307,Dr. Gupta,Psychiatry,30,Surgery,Available
5308,Dr. Das,Dermatology,25,Surgery,Available
5309,Dr. Singh,Cardiology,37,General,Unavailable
5310,Dr. Singh,Neurology,28,OPD,Available
5311,Dr. Gupta,Cardiology,29,OPD,Available
5312,Dr. Mehta,Orthopedics,27,,Available
5313,Dr. Joshi,Radiology,15,OPD,Available
5314,Dr. Khan,Neurology,21,General,Available
5315,Dr. Khan,Dermatology,2,Emergency,Available
5316,Dr. Singh,Orthopedics,39,Surgery,Available
5317,Dr. Iyer,Radiology,13,Surgery,Unavailable
5318,Dr. Singh,Cardiology,8,General,Unavailable
5319,Dr. Joshi,Cardiology,23,OPD,Unavailable
5320,Dr. Khan,Dermatology,20,General,Unavailable
5321,Dr. Iyer,Neurology,0,Surgery,Available
5322,Dr. Khan,Pediatrics,20,OPD,Available
5323,Dr. Singh,Dermatology,24,Emergency,Unavailable
5324,Dr. Patel,Dermatology,36,General,Available
5325,Dr. Khan,Orthopedics,30,OPD,Available
5326,Dr. Khan,Cardiology,3,General,Available
5327,Dr. Khan,Psychiatry,29,Surgery,Unavailable
5328,Dr. Das,Dermatology,17,General,Unavailable
5329,Dr. Mehta,Dermatology,17,Emergency,Available
5330,Dr. Iyer,Dermatology,3,Emergency,Available
5331,Dr. Singh,Psychiatry,6,OPD,Available
5332,Dr. Joshi,Dermatology,25,General,Available
5333,Dr. Iyer,Dermatology,1,OPD,Unavailable
5334,Dr. Gupta,Pediatrics,39,Surgery,Unavailable
5335,Dr. Singh,Pediatrics,2,Emergency,Available
5336,Dr. Iyer,Radiology,29,Emergency,Available
5337,Dr. Patel,Radiology,38,OPD,Unavailable
5338,Dr. Reddy,Pediatrics,5,Emergency,Unavailable
5339,Dr. Joshi,Radiology,30,General,Unavailable
5340,Dr. Patel,Psychiatry,30,General,Unavailable
5341,Dr. Singh,Psychiatry,33,OPD,Available
5342,Dr. Gupta,Pediatrics,25,Emergency,Available
5343,Dr. Gupta,Orthopedics,27,OPD,Available
5344,Dr. Das,Orthopedics,24,General,Available
5345,Dr. Patel,Orthopedics,29,Emergency,Available
5346,Dr. Reddy,Orthopedics,36,Emergency,Unavailable
5347,Dr. Reddy,Neurology,23,OPD,Available
5348,Dr. Singh,Cardiology,21,Emergency,Available
5349,Dr. Mehta,Pediatrics,31,Emergency,Available
5350,Dr. Reddy,Radiology,19,Surgery,Unavailable
5351,Dr. Sharma,Orthopedics,32,Emergency,Available
5352,Dr. Das,Dermatology,0,Surgery,Available
5353,Dr. Patel,Pediatrics,34,Emergency,Available
5354,Dr. Das,Cardiology,5,OPD,Available
5355,Dr. Mehta,Radiology,8,OPD,Unavailable
5356,Dr. Reddy,Cardiology,11,Emergency,Unavailable
5357,Dr. Mehta,Dermatology,24,Emergency,Unavailable
5358,Dr. Mehta,Pediatrics,22,General,Unavailable
5359,Dr. Das,Cardiology,12,Surgery,Available
5360,Dr. Patel,Radiology,10,Surgery,Unavailable
5361,Dr. Iyer,Radiology,4,Emergency,Unavailable
5362,Dr. Iyer,Dermatology,7,Emergency,Available
5363,Dr. Reddy,Radiology,27,General,Unavailable
5364,Dr. Khan,Dermatology,31,Emergency,Unavailable
5365,Dr. Mehta,Pediatrics,17,OPD,Available
5366,Dr. Sharma,Radiology,17,Surgery,Unavailable
5367,Dr. Iyer,Orthopedics,21,Surgery,Unavailable
5368,Dr. Singh,Pediatrics,31,Emergency,Available
5369,Dr. Mehta,Radiology,21,Surgery,Unavailable
5370,Dr. Khan,Pediatrics,15,Surgery,Unavailable
5371,Dr. Mehta,Radiology,39,OPD,Unavailable
5372,Dr. Sharma,Cardiology,6,Emergency,Available
5373,Dr. Das,Pediatrics,23,OPD,Available
5374,Dr. Das,Dermatology,9,Surgery,Unavailable
5375,Dr. Gupta,Dermatology,20,OPD,Available
5376,Dr. Patel,Pediatrics,10,Surgery,Unavailable
5377,Dr. Reddy,Cardiology,0,General,Unavailable
5378,Dr. Reddy,Radiology,3,OPD,Unavailable
5379,Dr. Khan,Psychiatry,20,Emergency,Available
5380,Dr. Iyer,Cardiology,18,General,Available
5381,Dr. Reddy,Radiology,18,Emergency,Available
5382,Dr. Mehta,Orthopedics,7,Surgery,Unavailable
5383,Dr. Mehta,Radiology,10,Surgery,Unavailable
5384,Dr. Singh,Neurology,30,OPD,Unavailable
5385,Dr. Das,Orthopedics,10,,Unavailable
5386,Dr. Gupta,Cardiology,25,Emergency,Unavailable
5387,Dr. Singh,Radiology,14,General,Unavailable
5388,Dr. Singh,Pediatrics,38,Surgery,Available
5389,Dr. Singh,Cardiology,26,Surgery,Available
5390,Dr. Gupta,Orthopedics,27,OPD,Unavailable
5391,Dr. Iyer,Pediatrics,4,OPD,Available
5392,Dr. Sharma,Cardiology,31,Emergency,Unavailable
5393,Dr. Reddy,Radiology,37,OPD,Unavailable
5394,Dr. Gupta,Pediatrics,19,OPD,Unavailable
5395,Dr. Singh,Cardiology,10,General,Unavailable
5396,Dr. Iyer,Radiology,1,Emergency,Unavailable
5397,Dr. Khan,Psychiatry,8,General,Available
5398,Dr. Mehta,Radiology,30,Surgery,Available
5399,Dr. Khan,Dermatology,2,OPD,Unavailable
5400,Dr. Khan,Orthopedics,12,Emergency,Unavailable
5401,Dr. Das,Dermatology,27,OPD,Unavailable
5402,Dr. Khan,Neurology,17,Surgery,Available
5403,Dr. Singh,Orthopedics,7,Surgery,Unavailable
5404,Dr. Patel,Orthopedics,0,OPD,Available
5405,Dr. Reddy,Psychiatry,21,Surgery,Unavailable
5406,Dr. Singh,Orthopedics,37,General,Available
5407,Dr. Iyer,Radiology,12,OPD,Available
5408,Dr. Mehta,Pediatrics,13,Emergency,Available
5409,Dr. Singh,Radiology,9,OPD,Available
5410,Dr. Iyer,Orthopedics,24,General,Available
5411,Dr. Iyer,Psychiatry,25,,Unavailable
5412,Dr. Gupta,Psychiatry,13,General,Unavailable
5413,Dr. Singh,Neurology,32,OPD,Unavailable
5414,Dr. Joshi,Pediatrics,4,OPD,Unavailable
5415,Dr. Patel,Cardiology,16,,Available
5416,Dr. Gupta,Orthopedics,36,Emergency,Unavailable
5417,Dr. Reddy,Cardiology,7,OPD,Unavailable
5418,Dr. Das,Psychiatry,17,General,Unavailable
5419,Dr. Das,Neurology,0,OPD,Available
5420,Dr. Singh,Cardiology,25,General,Unavailable
5421,Dr. Reddy,Neurology,10,Emergency,Available
5422,Dr. Sharma,Dermatology,18,OPD,Unavailable
5423,Dr. Iyer,Pediatrics,24,Emergency,Unavailable
5424,Dr. Das,Dermatology,29,General,Available
5425,Dr. Joshi,Radiology,27,Emergency,Available
5426,Dr. Mehta,Psychiatry,8,OPD,Unavailable
5427,Dr. Joshi,Neurology,33,OPD,Unavailable
5428,Dr. Khan,Neurology,18,OPD,Available
5429,Dr. Joshi,Radiology,30,General,Unavailable
5430,Dr. Mehta,Neurology,34,Surgery,Available
5431,Dr. Reddy,Neurology,3,Emergency,Unavailable
5432,Dr. Joshi,Orthopedics,8,Surgery,Available
5433,Dr. Reddy,Cardiology,3,Surgery,Available
5434,Dr. Mehta,Psychiatry,5,General,Available
5435,Dr. Khan,Pediatrics,26,OPD,Unavailable
5436,Dr. Gupta,Orthopedics,12,General,Unavailable
5437,Dr. Mehta,Radiology,36,General,Available
5438,Dr. Joshi,Orthopedics,32,Surgery,Unavailable
5439,Dr. Gupta,Pediatrics,20,Emergency,Available
5440,Dr. Sharma,Dermatology,14,General,Unavailable
5441,Dr. Sharma,Dermatology,28,OPD,Unavailable
5442,Dr. Gupta,Orthopedics,5,OPD,Unavailable
5443,Dr. Reddy,Pediatrics,37,Emergency,Available
5444,Dr. Gupta,Radiology,28,OPD,Unavailable
5445,Dr. Reddy,Radiology,14,General,Available
5446,Dr. Sharma,Cardiology,14,General,Available
5447,Dr. Joshi,Psychiatry,3,Emergency,Available
5448,Dr. Joshi,Dermatology,14,Emergency,Available
5449,Dr. Sharma,Neurology,6,Emergency,Unavailable
5450,Dr. Singh,Pediatrics,10,General,Unavailable
5451,Dr. Gupta,Neurology,35,Emergency,Unavailable
5452,Dr. Joshi,Dermatology,4,Surgery,Available
5453,Dr. Sharma,Neurology,0,General,Available
5454,Dr. Khan,Radiology,25,OPD,Unavailable
5455,Dr. Joshi,Cardiology,32,General,Available
5456,Dr. Joshi,Radiology,14,,Unavailable
5457,Dr. Singh,Radiology,11,General,Unavailable
5458,Dr. Patel,Psychiatry,22,OPD,Available
5459,Dr. Gupta,Orthopedics,22,OPD,Unavailable
5460,Dr. Singh,Pediatrics,23,OPD,Unavailable
5461,Dr. Gupta,Pediatrics,36,Emergency,Available
5462,Dr. Joshi,Orthopedics,10,General,Unavailable
5463,Dr. Mehta,Pediatrics,8,Emergency,Available
5464,Dr. Mehta,Pediatrics,7,General,Available
5465,Dr. Das,Dermatology,31,Emergency,Available
5466,Dr. Patel,Neurology,8,Emergency,Available
5467,Dr. Singh,Dermatology,36,General,Unavailable
5468,Dr. Mehta,Dermatology,27,General,Unavailable
5469,Dr. Singh,Orthopedics,25,Emergency,Unavailable
5470,Dr. Mehta,Psychiatry,20,OPD,Available
5471,Dr. Patel,Neurology,30,General,Available
5472,Dr. Das,Psychiatry,3,Surgery,Available
5473,Dr. Khan,Pediatrics,29,Emergency,Unavailable
5474,Dr. Joshi,Dermatology,17,Surgery,Unavailable
5475,Dr. Sharma,Psychiatry,26,OPD,Unavailable
5476,Dr. Mehta,Orthopedics,10,Surgery,Unavailable
5477,Dr. Gupta,Cardiology,15,Surgery,Unavailable
5478,Dr. Joshi,Cardiology,16,Emergency,Unavailable
5479,Dr. Gupta,Psychiatry,29,Surgery,Unavailable
5480,Dr. Das,Radiology,2,OPD,Available
5481,Dr. Das,Neurology,25,OPD,Available
5482,Dr. Singh,Psychiatry,37,Surgery,Available
5483,Dr. Das,Orthopedics,32,Surgery,Available
5484,Dr. Iyer,Psychiatry,8,Surgery,Unavailable
5485,Dr. Patel,Orthopedics,10,General,Available
5486,Dr. Mehta,Dermatology,5,OPD,Unavailable
5487,Dr. Reddy,Dermatology,17,General,Unavailable
5488,Dr. Sharma,Pediatrics,5,OPD,Unavailable
5489,Dr. Khan,Psychiatry,33,Emergency,Available
5490,Dr. Gupta,Pediatrics,17,Surgery,Unavailable
5491,Dr. Singh,Psychiatry,22,Emergency,Available
5492,Dr. Das,Neurology,13,OPD,Unavailable
5493,Dr. Reddy,Neurology,12,Surgery,Available
5494,Dr. Reddy,Pediatrics,4,OPD,Unavailable
5495,Dr. Iyer,Cardiology,24,Surgery,Unavailable
5496,Dr. Iyer,Radiology,33,General,Unavailable
5497,Dr. Das,Dermatology,36,Emergency,Unavailable
5498,Dr. Das,Cardiology,5,OPD,Available
5499,Dr. Joshi,Psychiatry,10,General,Available
5500,Dr. Gupta,Orthopedics,14,General,Unavailable
5501,Dr. Patel,Neurology,36,General,Available
5502,Dr. Khan,Orthopedics,5,OPD,Unavailable
5503,Dr. Gupta,Cardiology,3,Surgery,Unavailable
5504,Dr. Das,Dermatology,20,Emergency,Available
5505,Dr. Khan,Dermatology,17,OPD,Unavailable
5506,Dr. Singh,Radiology,1,General,Available
5507,Dr. Reddy,Psychiatry,21,OPD,Unavailable
5508,Dr. Das,Psychiatry,20,General,Unavailable
5509,Dr. Mehta,Pediatrics,18,OPD,Available
5510,Dr. Singh,Cardiology,36,Surgery,Unavailable
5511,Dr. Reddy,Cardiology,4,OPD,Available
5512,Dr. Das,Pediatrics,21,OPD,Available
5513,Dr. Khan,Dermatology,25,OPD,Unavailable
5514,Dr. Singh,Radiology,9,Surgery,Available
5515,Dr. Mehta,Cardiology,11,General,Unavailable
